id,Workplaces,College,School,Places,Gender
106,no workplaces to show,studies at đại học mỹ thuật tp. hồ chí minh,went to trường thpt chuyên nguyễn thiện thành - trà vinh,no places to show,notknown
107,tân châu,studied at trung hoc cơ sở long thạnh,"went to thpt tân châu, tân châu, an giang","tân châu|angiang, an giang, vietnam",notknown
108,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
109,no workplaces to show,no schools to show,no schools to show,biên hòa,notknown
110,,,,,
111,no workplaces to show,"studies at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm",no schools to show,"b'sar dong, lâm ðồng, vietnam",male
112,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
113,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",notknown
114,marketing manager at macaland natural cosmetic|marketing manager at macaland natural cosmetic|marketing manager at macaland natural cosmetic,studied at trường đại học sư phạm kỹ thuật thành phố hồ chí minh,went to thpt minh đạm|went to thpt minh đạm,"vung tau|xa vung tau, bà rịa-vũng tàu, vietnam",female
115,tân châu,no schools to show,"went to thpt tân châu, an giang",tân châu|tân châu,male
116,no workplaces to show,no schools to show,no schools to show,no places to show,male
117,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
118,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang","ho chi minh city, vietnam|ho chi minh city, vietnam",male
119,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",female
120,no workplaces to show,studies at cao dang y te thanh hoa,went to trường cao đẳng y tế thanh hoá,no places to show,female
121,"works at kcn tân đức, đức hoà, long an",no schools to show,no schools to show,"long thuan, ðồng tháp, vietnam|can giuoc",notknown
122,no workplaces to show,no schools to show,no schools to show,"cànglong, trà vinh, vietnam|tra vinh",female
123,works at đam rông district,studied at cđ y tế lâm đồng,went to thpt phi liêng,no places to show,female
124,no workplaces to show,studies at trường đại học nông lâm tp.hcm,went to thpt đức hòa,"tân an, long an|tân an, long an",male
125,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
126,no workplaces to show,no schools to show,no schools to show,no places to show,female
127,no workplaces to show,no schools to show,no schools to show,"can tho|long hoa, an giang, vietnam",female
128,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
129,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",long xuyên|tân châu,female
130,tân châu,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu,notknown
131,no workplaces to show,studied at trường đại học mở tp. hcm - tư vấn tuyển sinh|studied at trường đại học mở tp. hcm - tư vấn tuyển sinh,no schools to show,quang ngai|quang ngai,notknown
132,no workplaces to show,studied at trường đại học ngân hàng thành phố hồ chí minh,went to trường thpt phan ngọc hiển - huyện năm căn - tỉnh cà mau,thủ đức district|cà mau,female
133,no workplaces to show,no schools to show,no schools to show,van ninh,male
134,làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite|làm việc tại phân phối mỹ phẩm vipwhite,no schools to show,went to thpt trần văn thời,"ho chi minh city, vietnam|cà mau",notknown
135,no workplaces to show,no schools to show,no schools to show,"phú lâm, an giang, vietnam",notknown
136,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
137,works at học viện hàng không việt nam (ăn hàng - ở không).,studied at thcs phú thạnh,no schools to show,long xuyên|long xuyên,female
138,works at thành phố đà lạt,studied at hutech - đại học công nghệ tp.hcm,went to thpt chuyên thăng long - đà lạt,da lat|da lat,notknown
139,works at sanghai pudong in china,studied at trường đại học đồng tháp,no schools to show,"shanghai, china|hồng ngự",notknown
140,sinh viên at thành phố cần thơ|sinh viên at thành phố cần thơ|sinh viên at thành phố cần thơ,studied at trường cao đẳng kinh tế - kỹ thuật cần thơ,went to tam nong high school,"bến tre|an long, ðồng tháp, vietnam|can tho",notknown
141,no workplaces to show,no schools to show,goes to thpt lê quý đôn - quảng ngãi,"binh son, quảng ngãi, vietnam|binh son, quảng ngãi, vietnam",female
142,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|buôn ma thuột, đắc lắk, vietnam",female
143,no workplaces to show,no schools to show,no schools to show,no places to show,male
144,no workplaces to show,studied at cựu sv & sinh viên trường đại học sư phạm kỹ thuật tp.hcm,no schools to show,trang bom,notknown
145,no workplaces to show,no schools to show,no schools to show,hồng ngự,notknown
146,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
147,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
148,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
149,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
150,boss at ivon 2hand boutique,no schools to show,went to trường thpt marie curie,"ho chi minh city, vietnam",female
151,no workplaces to show,studied at trường đh sư phạm hà nội,no schools to show,"hanoi, vietnam",notknown
152,no workplaces to show,no schools to show,no schools to show,no places to show,female
153,no workplaces to show,no schools to show,no schools to show,no places to show,female
154,no workplaces to show,no schools to show,no schools to show,no places to show,female
155,tân châu|tân châu,studied at trường thpt nguyễn chí thanh|studied at trường thpt nguyễn chí thanh,"went to thpt tân châu, an giang","tân châu|angiang, an giang, vietnam",female
156,no workplaces to show,studied at trường cao đẳng kinh tế - kỹ thuật cần thơ,went to thpt nguyễn bỉnh khiêm-châu thành-an giang,"ho chi minh city, vietnam|long xuyên",male
157,no workplaces to show,no schools to show,no schools to show,no places to show,female
158,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|can tho",notknown
159,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
160,no workplaces to show,studied cn kỹ thuật điều khiển và tự động hóa at trường đại học nông lâm tp.hcm,no schools to show,tuy hòa|tuy hòa,female
161,no workplaces to show,studied at trường đại học giao thông vận tải tp.hcm|studied at trường đại học giao thông vận tải tp.hcm,went to trường thpt tánh linh,tanh linh|phan thiet,male
162,no workplaces to show,no schools to show,no schools to show,dong hoa,notknown
163,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam|phu quoc, kiến giang, vietnam",female
164,no workplaces to show,studies quản trị kinh doanh at trường đại học nông lâm tp.hcm,went to thpt lý thường kiệt - tây ninh,"ho chi minh city, vietnam|tây ninh",female
165,no workplaces to show,no schools to show,no schools to show,can tho|can tho,female
166,uỷ viên ban chấp hành chi hội sinh viên huyện phước long|uỷ viên ban chấp hành chi hội sinh viên huyện phước long|uỷ viên ban chấp hành chi hội sinh viên huyện phước long,no schools to show,went to truong thpt vo van kiet,bac lieu|bac lieu,female
167,no workplaces to show,no schools to show,goes to thpt phù cát 1,"qui nhon, bình ðịnh, vietnam|qui nhon, bình ðịnh, vietnam",male
168,❤ trường đời ❤,no schools to show,no schools to show,tân châu|tân châu,notknown
169,works at efiens,studies at đại học bách khoa tphcm,went to thcs lam son 2 - quan 6|went to thcs lam son 2 - quan 6,"quang nam, quang nam-da nang, vietnam",male
170,sale at ngân hàng á châu acb,studied at trường đại học an giang,no schools to show,"angiang, an giang, vietnam|phú lâm, an giang, vietnam",male
171,works at adms,no schools to show,no schools to show,biên hòa|hồng ngự,male
172,"ở không at duboshop - tiệm spa giày, vệ sinh giày đầu tiên - since 2010",no schools to show,no schools to show,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
173,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
174,no workplaces to show,studied chuyên ngành chăn nuôi thú y at phòng đào tạo - trường đại học an giang,no schools to show,long xuyên|long xuyên,male
175,no workplaces to show,no schools to show,no schools to show,"hóc môn, hồ chí minh, vietnam",notknown
176,no workplaces to show,no schools to show,no schools to show,"ha-nam, hà nam, vietnam|ha-nam, hà nam, vietnam",notknown
177,no workplaces to show,no schools to show,goes to thpt đức trí,"tân châu|angiang, an giang, vietnam",female
178,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
179,phó trưởng mảng truyền thông sáng tạo at ban học tập - nghiên cứu khoa học - quan hệ quốc tế đoàn trường ueh,studied at trường đại học kinh tế hcm ueh,"went to cựu hs thpt bùi thị xuân, q1 tp.hcm|went to cựu hs thpt bùi thị xuân, q1 tp.hcm","ho chi minh city, vietnam|ho chi minh city, vietnam",male
180,no workplaces to show,no schools to show,no schools to show,vung tau|vung tau,female
181,works at thành phố hồ chí minh,studied at trường đại học khoa học xã hội và nhân văn - đại học quốc gia tp. hcm,no schools to show,"district 8, ho chi minh city|chaudok, an giang, vietnam",notknown
182,no workplaces to show,no schools to show,no schools to show,"loc an, vietnam|loc an, vietnam",female
183,no workplaces to show,no schools to show,went to thpt long khanh a,hồng ngự|hồng ngự,male
184,tân châu|tân châu,studies kinh doanh thương mại at trường đại học văn lang,goes to trường thcs phú thạnh|goes to trường thcs phú thạnh,"ho chi minh city, vietnam|angiang, an giang, vietnam",female
185,no workplaces to show,studied at trường cao đẳng kinh tế - kỹ thuật thành phố hồ chí minh,"went to thpt huỳnh thị hưởng, chợ mới, an giang","angiang, an giang, vietnam",notknown
186,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
187,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
188,trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền|trùm sỉ kem body độc quyền,no schools to show,no schools to show,"chau phú, an giang, vietnam|angiang, an giang, vietnam",female
189,no workplaces to show,no schools to show,no schools to show,"ho chi minh city, vietnam",male
190,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
191,works at hello shop giá rẻ,studied at trường cao đẳng quốc tế tp.hcm,"went to thpt nguyễn chí thanh, phú tân, an giang","ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
192,no workplaces to show,no schools to show,"went to thpt tân châu, tân châu, an giang",tân châu|tân châu,male
193,no workplaces to show,no schools to show,goes to thpt đức trí,"phú lâm, an giang, vietnam",female
194,no workplaces to show,no schools to show,went to truong thpt long khanh,"ho chi minh city, vietnam|hà tĩnh",male
195,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
196,,,,,
197,thành viên at quận 6 - clb sẵn sàng|thành viên at quận 6 - clb sẵn sàng,no schools to show,"went to thpt mạc đĩnh chi,q.6-tp.hcm|went to thpt mạc đĩnh chi,q.6-tp.hcm","ho chi minh city, vietnam",female
198,no workplaces to show,studies computer sicence - khoa học máy tính at trường đại học bách khoa - đh quốc gia tp.hcm,"went to trường thpt nguyễn thái bình, thăng bình, quảng nam",thang binh|thang binh,male
199,thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks|thực tập sinh at saigonwalks,studies at ueh - trường đại học kinh tế tp.hcm,went to thpt lê quý đôn - tân an - long an,"tân an, long an|tân an, long an",female
200,works at trường đại học bách khoa - đh quốc gia tp.hcm|works at trường đại học bách khoa - đh quốc gia tp.hcm,no schools to show,went to trường thpt mạc đĩnh chi,"bình chánh, hồ chí minh, vietnam|ho chi minh city, vietnam",male
201,đại lý bán vé máy bay - tàu,studied at trường đại học kinh tế - luật,no schools to show,no places to show,female
202,no workplaces to show,studied at trường đại học an giang,went to thpt long xuyen,"hoa lac, an giang, vietnam|long xuyên",male
203,tân châu,no schools to show,no schools to show,"angiang, an giang, vietnam",notknown
204,"works at biên hòa, đồng nai",studied at trường đại học mở tp. hcm - tư vấn tuyển sinh,went to thpt vũng tàu,vung tau|vung tau,female
205,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
206,works at kcx linh trung 2,no schools to show,went to thpt lai vung 3,"thủ đức, hồ chí minh, vietnam|lai vung",notknown
207,tân châu,no schools to show,no schools to show,tân châu,female
208,no workplaces to show,no schools to show,no schools to show,no places to show,male
209,works at binh duong - viet nam,studied at ueh - trường đại học kinh tế tp.hcm,went to zo zo tea,"thu dau mot|angiang, an giang, vietnam|thu dau mot",notknown
210,no workplaces to show,"studied at trường đại học công nghệ thông tin, đại học quốc gia thành phố hồ chí minh",no schools to show,"buôn hô, đắc lắk, vietnam|buôn hô, đắc lắk, vietnam",male
211,no workplaces to show,no schools to show,no schools to show,no places to show,female
212,president at webdev studios,studies networking and telecommunications technology at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt võ trường toản,"hanoi, vietnam",male
213,no workplaces to show,studied kỹ thuật phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt đơn dương,da lat,male
214,no workplaces to show,no schools to show,no schools to show,"atlanta, georgia|tân châu",notknown
215,works at meta,no schools to show,no schools to show,bến tre|bến tre,male
216,no workplaces to show,studied at đại học cần thơ,went to huynh man dat - kien giang,"rach gia, vietnam|rach gia",male
217,cử nhân điều dưỡng at nttu - đại học nguyễn tất thành,no schools to show,no schools to show,no places to show,male
218,self-employed,studied at happy class - lớp học vui vẻ,went to hội ăn rồi chơi,long hòa|tân châu,male
219,no workplaces to show,studied at trường đại học giao thông vận tải tp.hcm|studied at trường đại học giao thông vận tải tp.hcm,no schools to show,gò công|gò công,female
220,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
221,tân châu,no schools to show,no schools to show,tân châu,female
222,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
223,no workplaces to show,studies bác sĩ : răng hàm mặt at trường đại học y dược cần thơ,went to thcs châu văn liêm|went to thcs châu văn liêm,ô môn,male
224,no workplaces to show,no schools to show,no schools to show,no places to show,male
225,no workplaces to show,no schools to show,no schools to show,thieu hoa|thanh hóa,male
226,no workplaces to show,studies at trường đại học văn lang,went to trường thpt núi thành,"quang nam, quang nam-da nang, vietnam|quang nam, quang nam-da nang, vietnam",female
227,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
228,no workplaces to show,studies hệ thống thông tin at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to thpt nghĩa hưng a,"nghia hung|nam định, nam định, vietnam",female
229,bảo vệ at meta|bảo vệ at meta,no schools to show,went to m.v.lomonosov,"hanoi, vietnam|hanoi, vietnam",male
230,no workplaces to show,studies at troy university,went to tôi yêu thpt lê hoàng chiếu,"ho chi minh city, vietnam|bến tre",female
231,no workplaces to show,studied at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,goes to trường thpt hai bà trưng,"hue, vietnam",female
232,social media excutive at vnexpress.net|social media excutive at vnexpress.net|social media excutive at vnexpress.net|social media excutive at vnexpress.net,no schools to show,no schools to show,"ho chi minh city, vietnam",female
233,no workplaces to show,studied at đại học an giang,"went to thpt nguyễn chí thanh, phú tân, an giang","angiang, an giang, vietnam|angiang, an giang, vietnam",male
234,works at thpt đơn dương|works at thpt đơn dương,studied at trường đại học văn lang,went to thcs thạnh mỹ,da lat,notknown
235,tam ky,studied at đại học ♥‿♥ • ăn & chơi • ♥‿♥ rồi phá|studied at đại học ♥‿♥ • ăn & chơi • ♥‿♥ rồi phá|studied at đại học ♥‿♥ • ăn & chơi • ♥‿♥ rồi phá,"went to ăn rồi chơi,chơi ròy ngủ,ngủ ròy quậy","quang nam, quang nam-da nang, vietnam|tien phuoc",male
236,nhơn trạch - đồng nai,no schools to show,went to thcs thị trấn long mỹ,"phu hoi, vietnam|long my, cẩn thỏ, vietnam",notknown
237,"ho chi minh city, vietnam",no schools to show,no schools to show,"ho chi minh city, vietnam|angiang, an giang, vietnam",notknown
238,no workplaces to show,no schools to show,no schools to show,tân châu|tân châu,female
239,tân châu,no schools to show,no schools to show,tân châu|tân châu,male
240,works at sân bay quốc tế tân sơn nhất - tan son nhat international airport,no schools to show,went to thpt bình chánh|went to thpt bình chánh,no places to show,male
241,"ho chi minh city, vietnam",studied at nttu - đại học nguyễn tất thành|studied at nttu - đại học nguyễn tất thành,went to pho thong tran quang khai,"ho chi minh city, vietnam|saint james, bà rịa-vũng tàu, vietnam",female
242,"works at ღtao yêu mày rồi đó ღ yêu lại tao đi ღ,•ิ_•ิ ¤ cậuyêu tớ thì đừng có chối ๑ mẹ tớ bảo nói dối là hư¤ •ิ_•ิ,là tại tớ không xứng - hay tớ không có chỗđứng trong cậu?|works at ღtao yêu mày rồi đó ღ yêu lại tao đi ღ,•ิ_•ิ ¤ cậuyêu tớ thì đừng có chối ๑ mẹ tớ bảo nói dối là hư¤ •ิ_•ิ,là tại tớ không xứng - hay tớ không có chỗđứng trong cậu?|works at ღtao yêu mày rồi đó ღ yêu lại tao đi ღ,•ิ_•ิ ¤ cậuyêu tớ thì đừng có chối ๑ mẹ tớ bảo nói dối là hư¤ •ิ_•ิ,là tại tớ không xứng - hay tớ không có chỗđứng trong cậu?",studied at 'ăn chơi' quậy phá đập ₫á như ₫iên.phá ₫ảo thế giới ảo ''dân fa'''hk vô ₫ối lo\/€ vip,no schools to show,no places to show,female
243,quy nhon,studied at trường đại học quy nhơn,went to trường thpt tây sơn,"hanoi, vietnam|nha trang",notknown
244,no workplaces to show,studies thương mại điện tử at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam|da lat",female
245,no workplaces to show,no schools to show,no schools to show,no places to show,female
246,no workplaces to show,studied khoa học máy tính at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thpt chuyên trần đại nghĩa|went to trường thpt chuyên trần đại nghĩa,"ho chi minh city, vietnam|an thi",female
247,trang bom,studied at đại học quốc gia tp.hcm,went to daingerfield high school,trang bom|trang bom,notknown
248,no workplaces to show,no schools to show,no schools to show,vung liem,male
249,no workplaces to show,no schools to show,no schools to show,no places to show,male
250,no workplaces to show,no schools to show,went to trường thcs phú mỹ - q. bình thạnh - tp. hồ chí minh,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
251,bartender at cocktailss.com,no schools to show,went to thpt phù cừ,"hanoi, vietnam|hung yen, hưng yên, vietnam",male
252,worked at dhqgtphcm,no schools to show,no schools to show,"ho chi minh city, vietnam|buon me thuot",female
253,no workplaces to show,studies quản trị dịch vụ du lịch và lữ hành at trường đại học cửu long|studies quản trị dịch vụ du lịch và lữ hành at trường đại học cửu long,went to trường thcs bình thành|went to trường thcs bình thành,"phu quoc, kiến giang, vietnam|long xuyên",female
254,works at dân phú yên,studied at trường cđcn tuy hòa,went to trường thcs trần kiệt,nha trang|dong hoa|nha trang,notknown
255,no workplaces to show,no schools to show,no schools to show,tân châu,female
256,no workplaces to show,studied it1- khoa học máy tính at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,went to trường thcs nguyễn bỉnh khiêm,no places to show,male
257,no workplaces to show,studies khoa điện - điện tử at đại học tôn đức thắng,went to trường trung học phổ thông nguyễn văn thoại,no places to show,notknown
258,no workplaces to show,studied at đại học tài nguyên và môi trường tp.hcm,went to thpt bà điểm,"ho chi minh city, vietnam|ho chi minh city, vietnam",female
259,no workplaces to show,no schools to show,no schools to show,no places to show,female
260,"works at quận 8, thành phố hồ chí minh",no schools to show,no schools to show,"phú lâm, an giang, vietnam",notknown
261,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
262,no workplaces to show,no schools to show,no schools to show,no places to show,male
263,no workplaces to show,studies kỹ thuật phần mềm at trường đại học công nghệ thông tin - đại học quốc gia tp.hcm,no schools to show,"ho chi minh city, vietnam",male
264,works at việt nam news,studied at hutech - đại học công nghệ tp.hcm,went to thpt phạm văn đồng,nha trang|nha trang,notknown
265,works at tuyển dụng cần thơ|works at tuyển dụng cần thơ|works at tuyển dụng cần thơ,no schools to show,went to thpt nguyễn bỉnh khiêm-châu thành-an giang,"can tho|angiang, an giang, vietnam",notknown
266,"works at phú tân, an giang|works at phú tân, an giang",no schools to show,no schools to show,"ấp trung, an giang, vietnam|angiang, an giang, vietnam",notknown
267,works at 國立中央大學 national central university - ncu|works at 國立中央大學 national central university - ncu,studied at can tho university|studied at can tho university,"went to thpt tân châu, tân châu, an giang",can tho|tân châu,female
268,works at xây dựng|works at xây dựng,studied at trường đời,went to trường thpt tân châu,"binh thanh, hồ chí minh, vietnam|ho chi minh city, vietnam",male
269,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
270,fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym|fitness supervisor at s'life gym,studied hotel management at cao đẳng du lịch sài gòn,went to cao đẳng du lịch sài gòn|went to cao đẳng du lịch sài gòn,"ho chi minh city, vietnam|ho chi minh city, vietnam",male
271,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
272,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam",notknown
273,no workplaces to show,no schools to show,no schools to show,no places to show,notknown
274,illustrator at deviantart,no schools to show,no schools to show,bac giang|bac giang,male
275,quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng|quản lý at dịch vụ theo dõi tin nhắn vợ chồng,no schools to show,no schools to show,"cao lãnh|ho chi minh city, vietnam",female
276,no workplaces to show,studied công nghệ kỹ thuật ô tô (automotive engineering technology) at hutech - đại học công nghệ tp.hcm,"went to thpt tân châu, tân châu, an giang","angiang, an giang, vietnam",notknown
277,internship at nab innovation centre vietnam|internship at nab innovation centre vietnam,"studies công nghệ thông tin at trường đại học khoa học tự nhiên, đại học quốc gia tp.hcm","went to trường trung học phổ thông nguyễn thượng hiền, thành phố hồ chí minh","ho chi minh city, vietnam|ho chi minh city, vietnam",notknown
278,no workplaces to show,no schools to show,no schools to show,no places to show,male
279,no workplaces to show,no schools to show,no schools to show,long xuyên|long xuyên,male
280,nhân viên at circle k vietnam,no schools to show,no schools to show,"ho chi minh city, vietnam|ấp tân phú, an giang, vietnam",notknown
281,no workplaces to show,no schools to show,no schools to show,"ap binh duong (1), vietnam|phu giáo, vietnam",notknown
282,no workplaces to show,no schools to show,no schools to show,"hanoi, vietnam|hanoi, vietnam",male
